KKKt	#		Title	Author	Date	Pages	Last Edition	Owned	Status	Date Started	Date Finished	Days Read	Pages per Day	Rating				rating	r/tbr																																																										
	0122	0	The Count of Monte-Cristo 	Dumas, Alexandre	1845	1250	2018																																																																						
	0123	0	Jane Eyre 	Brontë, Charlotte	1847	600	2018																																																																						
	0124	0	Vanity Fair 	Thackeray, William Makepeace	1847	800	2018																																																																						
	0125	0	Agnes Grey 	Brontë, Anne	1847	250	2006																																																																						
	0126	0	Wuthering Heights 	Brontë, Emily	1847	400	2018								M																																																														
	0127	0	The Tenant of Wildfell Hall 	Brontë, Anne	1848	550	2018																																																																						
	0128	0	Mary Barton 	Gaskell, Elizabeth	1848	400	2006																																																																						
	0129	0	Shirley 	Brontë, Charlotte	1849	500	2006																																																																						
	0130	0	David Copperfield 	Dickens, Charles	1850	850	2018																																																																						
	0131	0	The Scarlet Letter 	Hawthorne, Nathaniel	1850	250	2018																																																																						
	0132	1	Moby-Dick 	Melville, Herman	1851	1450	2018		r																																																																				
	0133	0	The House of the Seven Gables 	Hawthorne, Nathaniel	1851	350	2018																																																																						
	0134	0	The Blithedale Romance 	Hawthorne, Nathaniel	1852	250	2006																																																																						
	0135	0	Uncle Tom's Cabin 	Beecher Stowe, Harriet	1852	550	2018																																																																						
	0136	0	Cranford 	Gaskell, Elizabeth	1853	350	2018																																																																						
	0137	0	Villette 	Brontë, Charlotte	1853	600	2006																																																																						
	0138	0	Bleak House 	Dickens, Charles	1853	600	2018																																																																						
	0139	0	Walden 	Thoreau, Henry David	1854	350	2018																																																																						
	0140	0	Hard Times 	Dickens, Charles	1854	350	2006																																																																						
	0141	0	Green Henry	Keller, Gottfried	1854	700	2018																																																																						
	0142	0	North and South 	Gaskell, Elizabeth	1855	450	2018																																																																						
	0143	1	Madame Bovary 	Flaubert, Gustave	1857	400	2018		r	3-Jan-20	5-Jan-20	3	133																																																																
	0144	0	Indian Summer	Stifter, Adalbert	1857	500	2018																																																																						
	0145	0	Adam Bede 	Eliot, George	1859	600	2018																																																																						
	0146	0	Oblomov	Goncharov, Ivan	1859	600	2018																																																																						
	0147	0	A Tale of Two Cities 	Dickens, Charles	1854	250	2006																																																																						
	0148	0	The Woman in White 	Collins, Wilkie	1860	700	2018																																																																						
	0149	0	The Mill on the Floss 	Eliot, George	1860	500	2018																																																																						
	0150	0	Castle Richmond 	Trollope, Anthony	1860	500	2006																																																																						
	0151	0	On the Eve 	Turgenev, Ivan	1860	100	2006																																																																						
	0152	0	Max Havelaar 	Multatuli	1860	400	2018																																																																						
	0153	0	The Marble Faun 	Hawthorne, Nathaniel	1860	600	2006																																																																						
	0154	0	Great Expectations 	Dickens, Charles	1861	550	2018								M																																																														
	0155	0	Silas Marner 	Eliot, George	1861	250	2018																																																																						
	0156	0	Fathers and Sons 	Turgenev, Ivan	1862	200	2018																																																																						
	0157	1	Les Misérables 	Hugo, Victor	1862	1350	2018		r	11-Dec-19	23-Dec-19	13	104																																																																
	0158	0	The Water-Babies 	Kingsley, Charles	1863	300	2018																																																																						
	0159	0	Notes from the Underground 	Dostoevsky, Fyodor	1864	150	2018																																																																						
	0160	0	Uncle Silas 	Le Fanu, Sheridan	1864	500	2018																																																																						
	0161	0	Our Mutual Friend 	Dickens, Charles	1864	900	2006																																																																						
	0162	0	Alice's Adventures in Wonderland 	Carroll, Lewis	1865	150	2018																																																																						
	0163	0	Journey to the Centre of the Earth 	Verne, Jules	1866	200	2018																																																																						
	0164	0	Crime and Punishment 	Dostoevsky, Fyodor	1866	550	2018																																																																						
	0165	0	The Last Chronicle of Barset 	Trollope, Anthony	1867	1000	2018																																																																						
	0166	0	Thérèse Raquin 	Zola, Émile	1867	200	2018																																																																						
	0167	0	The Moonstone 	Collins, Wilkie	1868	450	2018																																																																						
	0168	0	Little Women 	Alcott, Louisa May	1868	400	2018																																																																						
	0169	1	The Idiot 	Dostoevsky, Fyodor	1868	650	2018		r	25-Dec-19	1-Jan-20	8	81																																																																
	0170	0	Maldoror 	de Lautréaumont, Comte	1868	350	2018																																																																						
	0171	0	Phineas Finn 	Trollope, Anthony	1869	400	2018																																																																						
	0172	0	Sentimental Education 	Flaubert, Gustave	1869	500	2018																																																																						
	0173	0	War and Peace 	Tolstoy, Leo	1869	1400	2018																																																																						
	0174	0	He Knew He Was Right 	Trollope, Anthony	1869	850	2006																																																																						
	0175	0	King Lear of the Steppes 	Turgenev, Ivan	1870	400	2018																																																																						
	0176	0	Through the Looking Glass	Carroll, Lewis	1871	150	2018																																																																						
	0177	0	Middlemarch 	Eliot, George	1871	850	2018																																																																						
	0178	0	Spring Torrents 	Turgenev, Ivan	1872	150	2018																																																																						
	0179	0	Erewhon 	Butler, Samuel	1872	250	2018																																																																						
	0180	0	The Devils 	Dostoevsky, Fyodor	1872	650	2018																																																																						
	0181	0	In a Glass Darkly 	Le Fanu, Sheridan	1872	300	2018																																																																						
	0182	0	Around the World in Eighty Days 	Verne, Jules	1873	250	2018																																																																						
	0183	0	The Enchanted Wanderer 	Leskov, Nikolai	1873	350	2018																																																																						
	0184	0	Far from the Madding Crowd 	Hardy, Thomas	1874	500	2018																																																																						
	0185	0	The Temptation of Saint Anthony 	Flaubert, Gustave	1874	300	2006																																																																						
	0186	0	The Hand of Ethelberta 	Hardy, Thomas	1876	500	2006																																																																						
	0187	0	Daniel Deronda 	Eliot, George	1876	700	2006																																																																						
	0188	0	Virgin Soil 	Turgenev, Ivan	1877	250	2006																																																																						
	0189	0	Pepita Jimenez	Valera, Juan	1874	200	2018																																																																						
	0190	0	The Crime of Father Amaro	de Queiros, Jose Maria Eca	1876	500	2018																																																																						
	0191	0	Drunkard 	Zola, Émile	1877	400	2018																																																																						
	0192	0	Anna Karenina 	Tolstoy, Leo	1877	850	2018																																																																						
	0193	0	Return of the Native 	Hardy, Thomas	1878	500	2006																																																																						
	0194	0	Martin Fierro	Hernandez, Jose	1872	250	2018																																																																						
	0195	0	The Red Room 	Strindberg, August	1880	300	2018																																																																						
	0196	0	The Brothers Karamazov 	Dostoevsky, Fyodor	1878	800	2006																																																																						
	0197	0	Ben-Hur 	Wallace, Lew	1880	550	2018								M																																																														
	0198	0	Nana 	Zola, Émile	1880	500	2018																																																																						
	0199	0	The Portrait of a Lady 	James, Henry	1881	600	2018																																																																						
	0200	0	The House by the Medlar Tree 	Verga, Giovanni	1881	250	2018																																																																						
	0201	0	The Posthumous Memoirs of Brás Cubas	de Assis, Joaquim Maria Machado	1881	200	2018																																																																						
	0202	0	Bouvard and Pécuchet 	Flaubert, Gustave	1881	350	2018																																																																						
	0203	0	Treasure Island 	Stevenson, Robert Louis	1883	250	2018																																																																						
	0204	0	A Woman's Life 	de Maupassant, Guy	1883	200	2018																																																																						
	0205	0	The Death of Ivan Ilyich 	Tolstoy, Leo	1884	100	2018								M																																																														
	0206	0	Against the Grain 	Huysmans, Joris-Karl	1884	200	2018																																																																						
	0207	0	The Regent's Wife	Alas, Leopoldo	1884	500	2018																																																																						
	0208	1	Bel-Ami 	de Maupassant, Guy	1885	200	2018		r	23-Sep-18	1-Oct-18	9	22																																																																
	0209	0	Marius the Epicurean 	Pater, Walter	1885	250	2018																																																																						
	0210	0	The Adventures of Huckleberry Finn 	Twain, Mark	1885	350	2018																																																																						
	0211	0	Germinal 	Zola, Émile	1885	550	2018																																																																						
	0212	0	King Solomon's Mines 	Rider Haggard, H.	1885	250	2018																																																																						
	0213	0	Kidnapped 	Stevenson, Robert Louis	1886	350	2006																																																																						
	0214	0	The Mayor of Casterbridge 	Hardy, Thomas	1886	400	2006																																																																						
	0215	0	The Quest	van Eeden, Frederik 	1885	500	2018																																																																						
	0216	0	The Strange Case of Dr. Jekyll and Mr. Hyde 	Stevenson, Robert Louis	1886	150	2018																																																																						
	0217	0	She 	Rider Haggard, H.	1886	300	2006																																																																						
	0218	0	The Woodlanders 	Hardy, Thomas	1887	400	2006																																																																						
	0219	0	The Manors of Ulloa	Bazan, Emilia Pardo	1886	400	2018																																																																						
	0220	0	The People of Hemsö 	Strindberg, August	1887	200	2018																																																																						
	0221	0	Fortunata y Jacinta	Pérez Galdós , Benito	1887	800	2006																																																																						
	0222	0	Pierre and Jean 	de Maupassant, Guy	1888	150	2018																																																																						
	0223	0	The Master of Ballantrae 	Stevenson, Robert Louis	1889	250	2006																																																																						
	0224	0	Under the Yoke	Vazov, Ivan	1889	550	2018																																																																						
	0225	0	The Child of Pleasure	D'Annunzio, Gabriele	1898	200	2018																																																																						
	0226	0	Eline Vere	Couperus, Louis	1889	250	2018																																																																						
	0227	0	Hunger 	Hamsun, Knut	1890	200	2018																																																																						
	0228	0	By the Open Sea 	Strindberg, August	1890	200	2018																																																																						
	0229	0	La Bête Humaine 	Zola, Émile	1890	500	2018																																																																						
	0230	0	Thaïs	France, Anatole	1890	250	2018																																																																						
	0231	0	The Kreutzer Sonata 	Tolstoy, Leo	1890	150	2018																																																																						
	0232	1	The Picture of Dorian Gray 	Wilde, Oscar	1891	250	2018		r																																																																				
	0233	0	Down There	Huysmans, Joris-Karl	1891	300	2018																																																																						
	0234	0	Tess of the D'Urbervilles 	Hardy, Thomas	1891	450	2018																																																																						
	0235	0	Gösta Berling's Saga 	Lagerlöf, Selma	1891	450	2018																																																																						
	0236	0	New Grub Street 	Gissing, George	1891	500	2018																																																																						
	0237	0	News from Nowhere 	Morris, William	1891	450	2018																																																																						
	0238	1	The Adventures of Sherlock Holmes 	Doyle, Arthur Conan	1892	450	2018		r																																																																				
	0239	0	Diary of a Nobody 	Grossmith, George	1892	200	2018																																																																						
	0240	0	Born in Exile 	Gissing, George	1891	450	2006																																																																						
	0241	0	The Yellow Wallpaper 	Perkins Gilman, Charlotte	1890	50	2006																																																																						
	0242	0	The Real Charlotte 	Somerville & Ross	1894	300	2006																																																																						
	0243	0	The Viceroys	De Roberto, Federico	1894	650	2018																																																																						
	0244	0	Jude the Obscure 	Hardy, Thomas	1895	500	2018																																																																						
	0245	1	Effi Briest 	Fontane, Theodor	1895	350	2018		r	13-Jan-20	15-Jan-20	3	117																																																																
	0246	1	The Time Machine 	Wells, H.G.	1895	100	2018		r																																																																				
	0247	0	The Island of Dr. Moreau 	Wells, H.G.	1896	200	2018																																																																						
	0248	0	Quo Vadis 	Sienkiewicz, Henryk	1896	600	2018																																																																						
	0249	1	Dracula 	Stoker, Bram	1897	400	2018		r						M																																																														
	0250	0	What Maisie Knew 	James, Henry	1897	250	2018																																																																						
	0251	0	The Invisible Man 	Wells, H.G.	1897	120	2006																																																																						
	0252	0	Compassion	Perez Galdos, Benito	1897	150	2018																																																																						
	0253	0	Pharoah	Prus, Boleslaw	1897	650	2018																																																																						
	0254	0	Fruits of the Earth 	Gide, André	1897	50	2018																																																																						
	0255	1	The War of the Worlds 	Wells, H.G.	1898	250	2018		r																																																																				
	0256	0	The Turn of the Screw 	James, Henry	1898	200	2006																																																																						
	0257	0	As a Man Grows Older	Svevo, Italo	1898	250	2018																																																																						
	0258	0	Dom Casmurro	de Assis, Joaquim Maria Machado	1899	200	2018																																																																						
	0259	0	The Awakening 	Chopin, Kate	1899	200	2018																																																																						
	0260	0	The Stechlin 	Fontane, Theodor	1899	350	2018																																																																						
	0261	0	Eclipse of the Crescent Moon	Gardonyi, Geza	1899	550	2018																																																																						
	0262	0	Some Experiences of an Irish R.M. 	Somerville & Ross	1899	200	2018																																																																						
	0263	0	Sandokan: The Tigers of Mompracem	Salgari, Emilio	1900	300	2018																																																																						
	0264	0	Sister Carrie 	Dreiser, Theodore	1900	450	2018																																																																						
	0265	0	Lord Jim 	Conrad, Joseph	1900	400	2006																																																																						
	0266	0	None but the Brave	Schnitzler, Arthur 	1901	100	2018																																																																						
	0267	0	Kim 	Kipling, Rudyard	1901	300	2018																																																																						
	0268	1	Buddenbrooks 	Mann, Thomas	1901	750	2018	1	r	25-Aug-21	5-Sep-21	12	63																																																																
	0269	0	The Hound of the Baskervilles 	Doyle, Arthur Conan	1902	150	2018																																																																						
	0270	0	Heart of Darkness 	Conrad, Joseph	1902	200	2018								M																																																														
	0271	0	The Wings of the Dove 	James, Henry	1902	450	2018																																																																						
	0272	0	The Immoralist 	Gide, André	1902	150	2018																																																																						
	0273	0	The Ambassadors 	James, Henry	1903	500	2018																																																																						
	0274	0	The Golden Bowl 	James, Henry	1904	600	2006																																																																						
	0275	0	The Riddle of the Sands 	Childers, Erskine	1903	300	2018																																																																						
	0276	0	The Call of the Wild	London, Jack	1903	200	2018																																																																						
	0277	0	Memoirs of my Nervous Illness	Schreber, Daniel Paul	1903	450	2018																																																																						
	0278	0	The Way of All Flesh	Butler, Samuel	1903	300	2018																																																																						
	0279	0	Hadrian the Seventh 	Rolfe, Frederick	1904	400	2018																																																																						
	0280	0	Nostromo 	Conrad, Joseph	1904	550	2018																																																																						
	0281	0	Where Angels Fear to Tread 	Forster, E.M.	1905	150	2006																																																																						
	0282	0	The House of Mirth 	Wharton, Edith	1905	350	2018																																																																						
	0283	0	Professor Unrat 	Mann, Heinrich	1905	250	2018																																																																						
	0284	0	Solitude	Catala, Victor	1905	200	2018																																																																						
	0285	0	Young Törless 	Musil, Robert	1906	200	2018	1																																																																					
	0286	0	The Forsyte Saga	Galsworthy, John	1906	800	2018																																																																						
	0287	0	The Jungle 	Sinclair, Upton	1906	400	2018																																																																						
